text,label,category
Functional bug in QA — the data export feature breaks the undo/redo history stack after an inactive period.,1,FUNCTIONAL
"The audit log viewer displays misaligned form fields after the latest deployment, reported by QA engineers on Edge 122 running Ubuntu 22.04.",0,UI
"Zero-day risk — the notification service is vulnerable to XML external entity (XXE) injection when multiple concurrent sessions are active in development, confirmed by customer support.",3,SECURITY
Bug filed by beta testers: the data export feature shows overlapping text and buttons. First seen after the latest deployment in QA.,0,UI
Critical security defect — the audit log viewer allows brute-force login with no account lockout following a database migration in QA.,3,SECURITY
Bug filed by end users: the authentication service shows a collapsed navigation menu. First seen under heavy API load in QA.,0,UI
SLO breach — the role management screen increases bundle size by 2 MB due to unused dependencies following a database migration.,2,PERFORMANCE
"Business-logic failure — the data export feature resets form state after a browser back-navigation after a third-party service timeout, impacting security auditors.",1,FUNCTIONAL
The data export feature returns stale cached data instead of live results. Issue reproduced in production when switching between user roles by admin users.,1,FUNCTIONAL
"Compliance risk: the audit log viewer allows unrestricted file upload including executable extensions when the session token expires, identified by end users.",3,SECURITY
"On iOS 17 with Opera 109, the login page exhibits table columns shifting on window resize after a third-party service timeout.",0,UI
"On Windows 11 with Opera 109, the payment gateway exhibits inconsistent font rendering across browsers when accessed via mobile devices.",0,UI
Rendering issue on the product listing page — table columns shifting on window resize appears after the latest deployment for security auditors.,0,UI
"Business-logic failure — the login page does not enforce required field validation after a user resets their password, impacting QA engineers.",1,FUNCTIONAL
"The checkout flow transmits sensitive data over HTTP instead of HTTPS on first login after account creation, posing a high risk in pre-release.",3,SECURITY
The reporting module silently drops user input without any confirmation. Issue reproduced in pre-release during high-traffic periods by admin users.,1,FUNCTIONAL
"Compliance risk: the settings panel leaks PII in API responses that should be restricted when multiple concurrent sessions are active, identified by security auditors.",3,SECURITY
Defect reported by security auditors: the reporting module generates incorrect totals in the summary when input contains special characters in QA.,1,FUNCTIONAL
"The user profile page displays a frozen scroll panel under heavy API load, reported by developers on Safari 17 running Ubuntu 22.04.",0,UI
